X,Y,objectid,provincia,municipio,localidad,código_postal,dirección,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha
-2.519194,42.842917,7810849,ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,01240,"CALLE GASTEIZBIDEA, 59",D,-2.519194,42.842917,1.339,1.279,,,,,,,,,,,ES DULANTZI REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.509361,42.846028,7810850,ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,01240,"CL MANISITU, 9",D,-2.509361,42.846028,,1.259,0.726000,,,,,,,,,,"PREMIRA ENERGIA NORTE, S.L.",P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.989111,43.044333,7810851,ÁLAVA,AMURRIO,LARRINBE,01468,"POLIGONO ZANKUETA, 0",D,-2.989111,43.044333,1.299,1.209,,,1.279000,,,,1.389000,,,,ESTACIONES GB,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.967611,43.031889,7810852,ÁLAVA,AMURRIO,LEZAMA,01450,"CARRETERA A-624 KM. 37,8",D,-2.967611,43.031889,1.339,1.275,,,1.335000,,,,1.454000,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.477917,42.753194,7810853,ÁLAVA,ARRAIA-MAEZTU,MAEZTU/MAESTU,01120,CARRETERA A-132 VITORIA-ESTELLA KM. 23,I,-2.477917,42.753194,1.25,1.145,,,,,,,1.315000,,,,(SIN RÓTULO),P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-2.639528,42.941417,7810854,ÁLAVA,ARRAZUA-UBARRUNDIA,LUKO,01510,"N-240-B km 11,8",D,-2.639528,42.941417,1.339,1.279,,,1.349000,,,,1.454000,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.616361,42.876861,7810855,ÁLAVA,ARRAZUA-UBARRUNDIA,ZURBANO,01520,AUTOVIA N-1 km 358,N,-2.616361,42.876861,1.339,1.279,,,1.349000,1.349000,,,1.463000,,,,AVIA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-3.122528,43.123361,7810856,ÁLAVA,ARTZINIEGA,ARTZINIEGA,01474,"AVENIDA DE GARAY, 23 (CARRETERA DE VITORIA A BALMASE km 56)",D,-3.122528,43.123361,1.335,1.255,0.905000,,1.295000,,,,1.465000,,,,AVIA ,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.312056,42.870861,7810857,ÁLAVA,ASPARRENA,ARAIA,01250,"CALLE DEIDA, 6",D,-2.312056,42.870861,,1.281,,,,,,,,,,,ADS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.278694,42.866417,7810858,ÁLAVA,ASPARRENA,ILARDUIA,01260,"N-IA km 385,1",I,-2.278694,42.866417,1.309,1.239,,,1.299000,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.357278,42.670222,7810859,ÁLAVA,CAMPEZO/KANPEZU,SANTA CRUZ CAMPEZO,01110,"CR A-132  VITORIA-ESTELLA, 38,1",I,-2.357278,42.670222,1.309,1.199,0.900000,,1.349000,,,,,,,,PETRONOR,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-11-19T00:00:00.000Z
-2.518167,42.878556,7810860,ÁLAVA,ELBURGO/BURGELU,ELBURGO/BURGELU,01192,"CARRETERA N-1 KM. 364,4",D,-2.518167,42.878556,1.389,1.295,0.947000,,1.365000,,,,1.513000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.77225,42.823778,7810861,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,"CALLE TRATADO DE PARIS, 6",D,-2.77225,42.823778,1.238,1.153,,,,,,,,,,,EUROCAM,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.770694,42.824389,7810862,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,"CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2",D,-2.770694,42.824389,,,,,,,,,,0.939000,0.858000,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.77475,42.82525,7810863,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,01230,"CALLE TRATADO DE MAASTRICH, 1",D,-2.77475,42.82525,,1.143,0.857000,,,,,,,,,,PETRONIEVES,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.849833,42.635194,7810864,ÁLAVA,LABASTIDA,SALINILLAS DE BURADON,01212,CARRETERA N-124 KM. 35,I,-2.849833,42.635194,1.325,1.255,0.952000,,1.305000,,,,1.425000,,,,REPSOL,P,OM,"L-V: 07:00-21:45; S-D: 08:00-21:45","L-V: 07:00-21:45; S-D: 08:00-21:45",,2019-11-19T00:00:00.000Z
-2.578806,42.547639,7810865,ÁLAVA,LAGUARDIA,LAGUARDIA,01300,CARRETERA A-124 KM. 65,I,-2.578806,42.547639,1.335,1.275,0.991000,,1.355000,,,,,,,,REPSOL,P,OM,"L-V: 07:00-21:45; S-D: 08:00-21:45","L-V: 07:00-21:45; S-D: 08:00-21:45",,2019-11-19T00:00:00.000Z
-3.04575,42.755583,7810866,ÁLAVA,LANTARÓN,PUENTELARRÁ/LARRAZUBI,01423,CARRETERA A-2122 KM. 11,I,-3.04575,42.755583,1.26,1.15,,,,,,,,,,,AVIA,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-11-19T00:00:00.000Z
-2.951361,43.148639,7810867,ÁLAVA,LLODIO,LAUDIO/LLODIO,01400,"CL ARETA, 2",D,-2.951361,43.148639,1.329,1.279,,,1.359000,,,,1.449000,,,,PETRONOR,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.968,43.138,7810868,ÁLAVA,LLODIO,LAUDIO/LLODIO,01400,"AVENIDA ZUMALACARREGUI (C.C. EROSKI), S/N",I,-2.968,43.138,1.269,1.205,,,1.285000,,,,1.389000,,,,EROSKI,P,dm,L-S: 07:30-21:30,L-S: 07:30-21:30,,2019-11-19T00:00:00.000Z
-2.432278,42.490611,7810869,ÁLAVA,OYÓN/OION,OYON-OION,01320,CARRETERA LOGROÑO KM. 10,D,-2.432278,42.490611,1.319,1.245,0.999000,,,,,,1.459000,,,,E.S. OION,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-2.901944,42.81125,7810870,ÁLAVA,RIBERA ALTA,POBES,01420,"ACCESO A2622, 0",N,-2.901944,42.81125,1.338,1.238,0.815000,,,,,,,,,,E.S. TOCALU S.L.,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-11-19T00:00:00.000Z
-2.913222,42.741361,7810871,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,01213,"AU AP-68, 63,5",I,-2.913222,42.741361,1.389,1.309,,,1.389000,,,,1.529000,,,,PETRONOR,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.913306,42.743111,7810872,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,01213,"AU AP-68, 63  D",D,-2.913306,42.743111,1.389,1.309,,,1.389000,,,,1.529000,,,,PETRONOR,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.906944,42.710639,7810873,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,CARRETERA N-I KM. 323,N,-2.906944,42.710639,1.389,1.309,,,1.389000,,,,,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.917639,42.704639,7810874,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,"POLIGONO SUI 1, (C.C. EROSKI), 1",N,-2.917639,42.704639,1.26,1.15,,,1.170000,,,,1.399000,,,,EROSKI,P,dm,L-S: 10:00-22:00,L-S: 10:00-22:00,,2019-11-19T00:00:00.000Z
-2.920667,42.692917,7810875,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,01213,"AVENIDA ALAVA, 12",D,-2.920667,42.692917,1.339,1.269,,,1.329000,1.229000,,,1.469000,,,,EESS DYNEFF,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.394583,42.848944,7810876,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,01200,CARRETERA ANTIGUA NACIONAL I KM. 375,N,-2.394583,42.848944,1.329,1.269,0.923000,,1.359000,,,,1.453000,,,,GALP,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.379083,42.852694,7810877,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,01200,"CALLE FUEROS S/N, SN",D,-2.379083,42.852694,1.289,1.189,0.779000,,,,,,,,,,ALAVESA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.402028,42.849361,7810878,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,01200,"CALLE ARIKRUZ, 6",N,-2.402028,42.849361,,1.299,1.011000,,,,,,,,,,FUEL TRUCK,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.320361,42.8635,7810879,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,"POLIGONO OKITURRI, S/N",D,-2.320361,42.8635,1.371,1.279,1.016000,,,,,,1.481000,,,,"ANDAMUR ""SAN ROMAN""",P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.324083,42.863583,7810880,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,"CALLE POLIGONO OKITURRI, 4",D,-2.324083,42.863583,1.371,1.299,1.016000,,,1.299000,,,,,,,IS-XXI,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.314083,42.871167,7810881,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,01207,"CALLE DEIDA, 4",D,-2.314083,42.871167,,1.269,,,,,,,,,,,VALCARCE,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.648306,42.849778,7810882,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01002,"CL PORTAL DE ELORRIAGA,17",D,-2.648306,42.849778,1.345,1.279,,,1.349000,,,,1.469000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.700972,42.837111,7810883,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01007,"CALLE ALTO DE ARMENTIA, 10",D,-2.700972,42.837111,1.269,1.179,,,,,,,,,,,ARMENTIA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.698917,42.836778,7810884,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01007,"CALLE ALTO DE ARMENTIA, 2",N,-2.698917,42.836778,1.319,1.254,,,1.344000,,,,1.459000,,,,GALP,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-2.682278,42.842833,7810885,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01008,"CL CASTILLA, 30",D,-2.682278,42.842833,1.349,1.279,,,1.359000,,,,1.479000,,,,REPSOL,P,dm,"L-S: 06:00-23:00; D: 07:30-23:00","L-S: 06:00-23:00; D: 07:30-23:00",,2019-11-19T00:00:00.000Z
-2.716389,42.857194,7810886,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"AVENIDA AVDA. DE LOS HUETOS, 56",N,-2.716389,42.857194,1.345,1.275,0.840000,,1.335000,,,,1.475000,,,,ONAINDIA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.7105,42.864944,7810887,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"ALIBARRA, 34",N,-2.7105,42.864944,1.329,1.265,,,1.325000,,,,1.458000,,,,AVIA,P,dm,L-V: 07:00-21:30,L-V: 07:00-21:30,,2019-11-19T00:00:00.000Z
-2.717833,42.857667,7810888,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"AVENIDA DE LOS HUETOS, 64",D,-2.717833,42.857667,1.219,1.119,,,,,,,1.359000,,,,GM OIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.693722,42.849028,7810889,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"AVENIDA MEDITERRANEO, 7",N,-2.693722,42.849028,1.361,1.291,,,1.361000,,,,1.421000,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.712722,42.863778,7810890,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"CALLE URARTEA, 23",D,-2.712722,42.863778,1.339,1.279,,,1.349000,1.349000,,,1.463000,,,,AVIA,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-2.708611,42.854694,7810891,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"CALLE BREMEN, 6",D,-2.708611,42.854694,1.269,1.179,,,,,,,,,,,EROSKI,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.709972,42.852417,7810892,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01010,"CALLE DUSSELDORF, 1",D,-2.709972,42.852417,1.339,1.279,,,1.349000,,,,1.454000,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.66,42.836667,7810893,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01006,"CALLE JOSE MARIA IPARRAGUIRRE, 19",N,-2.66,42.836667,1.339,1.285,,,1.365000,,,,1.479000,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.6645,42.838722,7810894,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01006,"CL TRIANAS, 17",D,-2.6645,42.838722,1.339,1.285,,,1.365000,,,,1.479000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.658222,42.836833,7810895,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01006,"CALLE VENTA DE LA ESTRELLA, 3",D,-2.658222,42.836833,1.344,1.279,,,1.349000,,,,1.464000,,,,CEPSA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-11-19T00:00:00.000Z
-2.678833,42.868611,7810896,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE PORTAL DE ARRIAGA, 66",N,-2.678833,42.868611,1.345,1.275,,,1.335000,,,,1.475000,,,,ONAINDIA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-2.656861,42.856194,7810897,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE DEBA, 1",N,-2.656861,42.856194,1.339,1.279,,,1.369000,,,,1.481000,,,,BP  VITORIA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.658583,42.872556,7810898,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE PORTAL DE GAMARRA, 35",I,-2.658583,42.872556,1.239,1.139,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.661139,42.865278,7810899,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE PORTAL DE GAMARRA, 7",I,-2.661139,42.865278,1.339,1.279,,,1.369000,,,,1.481000,,,,BP VITORIA-GASTEIZ,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.661694,42.859278,7810900,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE BETOÑO, 1",D,-2.661694,42.859278,1.339,1.279,,,1.349000,,,,1.463000,,,,PETRONOR,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.653139,42.864694,7810901,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE PORTAL DE BERGARA, 2",N,-2.653139,42.864694,1.339,1.279,,,1.359000,,,,1.479000,,,,SHELL,P,OM,L-D: 05:00-23:00,L-D: 05:00-23:00,,2019-11-19T00:00:00.000Z
-2.660222,42.864667,7810902,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"AV AVENIDA DEL CANTABRICO,8 -(PG PO",D,-2.660222,42.864667,1.339,1.279,,,1.349000,,,,1.463000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.664278,42.860306,7810903,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE ZARAMAGA, 1",N,-2.664278,42.860306,1.279,,,,,,,,,,,,EROSKI,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.672944,42.855,7810904,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01013,"CALLE REYES CATOLICOS, 2",N,-2.672944,42.855,1.339,1.279,,,1.339000,,,,1.454000,,,,ESASA,P,OM,L: 07:00-23:00,L: 07:00-23:00,,2019-11-19T00:00:00.000Z
-2.721583,42.857472,7810905,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01195,"CL AVENIDA HUETOS, 81",I,-2.721583,42.857472,1.345,1.285,,,1.355000,,,,1.485000,,,,PETRONOR,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-2.632167,42.852722,7810906,ÁLAVA,VITORIA-GASTEIZ,ARCAUTE,01192,CARRETERA N-1 KM. 354,D,-2.632167,42.852722,1.345,1.279,,,1.349000,,,,1.469000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.703306,42.860083,7810907,ÁLAVA,VITORIA-GASTEIZ,ABERASTURI,01193,"CALLE VITORIALANDA, 12",D,-2.703306,42.860083,,,,,,,,,,0.900000,,,EDP,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.778694,42.818944,7810908,ÁLAVA,VITORIA-GASTEIZ,SUBIJANA DE ALAVA,01195,"CARRETERA NACIONAL 1 KM. 341,8",D,-2.778694,42.818944,1.389,1.299,,,1.359000,,,,1.499000,,,,CEPSA ,P,dm,"L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-23:00","L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-23:00",,2019-11-19T00:00:00.000Z
-2.741917,42.845639,7810909,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,01015,"POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8",N,-2.741917,42.845639,1.309,1.209,,,,,,,,,,,AVIA,P,dm,L-S: 06:00-22:30,L-S: 06:00-22:30,,2019-11-19T00:00:00.000Z
-2.722278,42.829528,7810910,ÁLAVA,VITORIA-GASTEIZ,ZUAZO DE VITORIA/ZUHATZU,01195,"VIAL CTRA. N102 KM347, N102",I,-2.722278,42.829528,1.319,1.219,,,,,,,,,,,IBAIA ENERGY,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.702278,42.895667,7810911,ÁLAVA,VITORIA-GASTEIZ,ARANGUIZ,01196,AUTOVIA VITORIA-ATUBE KM. 6,D,-2.702278,42.895667,1.339,1.279,,,1.349000,,,,1.463000,,,,AVIA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-2.714472,42.878694,7810912,ÁLAVA,VITORIA-GASTEIZ,LOPIDANA,01196,"CR N-1, 350,5",I,-2.714472,42.878694,1.389,1.299,1.012000,,1.359000,,,,1.499000,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.712472,42.877139,7810913,ÁLAVA,VITORIA-GASTEIZ,LOPIDANA,01196,"CR N-1, 350,5",D,-2.712472,42.877139,1.389,1.299,1.012000,,1.359000,,,,1.499000,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-2.873583,42.966472,7810914,ÁLAVA,ZUIA,ALTUBE,01139,"AU AP-68, 36",D,-2.873583,42.966472,1.389,1.309,,,1.389000,,,,1.529000,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-2.870083,42.966111,7810915,ÁLAVA,ZUIA,ALTUBE,01139,"AU AP-68, 36",I,-2.870083,42.966111,1.389,1.309,,,1.389000,,,,1.529000,,,,PETRONOR,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-2.827722,42.961583,7810916,ÁLAVA,ZUIA,MURGIA,01130,"N-622 km 20,3",D,-2.827722,42.961583,1.349,1.289,,,1.349000,,,,1.464000,,,,CEPSA,P,dm,"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00","L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00",,2019-11-19T00:00:00.000Z
-1.539167,39.211417,7810917,ALBACETE,ABENGIBRE,ABENGIBRE,02250,"AVENIDA CASTILLA LA MANCHA, 26",D,-1.539167,39.211417,1.289,1.199,0.789000,,,,,,,,,,Nº 10.935,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-11-19T00:00:00.000Z
-1.346083,39.100389,7810918,ALBACETE,ALATOZ,ALATOZ,02152,"CR CM-332, 46,4",I,-1.346083,39.100389,1.329,1.24,,,1.389000,,,,1.459000,,,,REPSOL,P,dm,L-D: 7:00-23:00,L-D: 7:00-23:00,,2019-11-19T00:00:00.000Z
-1.849833,39.000861,7810919,ALBACETE,ALBACETE,ALBACETE,02001,"CALLE FEDERICO GARCIA LORCA, 1",D,-1.849833,39.000861,1.239,1.159,,,,,,,,,,,GHC ,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.8685,38.985667,7810920,ALBACETE,ALBACETE,ALBACETE,02001,"AVENIDA 1º DE MAYO, S/N",N,-1.8685,38.985667,1.279,1.219,,,1.249000,,,,1.409000,,,,CARREFOUR,P,dm,"L-S: 08:00-22:00; D: 09:00-21:00","L-S: 08:00-22:00; D: 09:00-21:00",,2019-11-19T00:00:00.000Z
-1.832,39.054694,7810921,ALBACETE,ALBACETE,ALBACETE,02001,"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5",I,-1.832,39.054694,1.299,1.239,,,1.329000,,,,1.441000,,,,BP ROMICA,P,OM,L-D: 06:00-21:30,L-D: 06:00-21:30,,2019-11-19T00:00:00.000Z
-1.854556,38.999722,7810922,ALBACETE,ALBACETE,ALBACETE,02005,"CL PASEO DE LA CUBA, 15",D,-1.854556,38.999722,1.289,1.249,,,1.329000,,,,1.389000,,,,REPSOL,P,OM,"L-J: 06:00-23:00; V-D: 06:00-00:00","L-J: 06:00-23:00; V-D: 06:00-00:00",,2019-11-19T00:00:00.000Z
-1.859917,39.005083,7810923,ALBACETE,ALBACETE,ALBACETE,02005,"PASEO CUBA (LA), 36",N,-1.859917,39.005083,1.299,1.239,,,1.329000,,,,1.399000,,,,CEPSA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.864917,39.003333,7810924,ALBACETE,ALBACETE,ALBACETE,02005,"AVENIDA MENÉNDEZ PIDAL, 58",N,-1.864917,39.003333,1.299,1.239,,,1.319000,,,,1.399000,,,,TAMOS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.849028,38.98925,7810925,ALBACETE,ALBACETE,ALBACETE,02002,"CALLE HERMANOS FALCÓ, 2",D,-1.849028,38.98925,1.299,1.239,,,1.329000,,,,1.419000,,,,CEPSA,P,dm,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-1.892972,39.027778,7810926,ALBACETE,ALBACETE,ALBACETE,02006,"CR N-301, 244",I,-1.892972,39.027778,1.269,1.249,,,1.329000,,,,1.369000,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.883694,38.988111,7810927,ALBACETE,ALBACETE,ALBACETE,02006,"CALLE CTRA. DE JAEN, 79",I,-1.883694,38.988111,1.299,1.249,,,1.319000,,,,1.429000,,,,REPSOL,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-1.874972,39.012583,7810928,ALBACETE,ALBACETE,ALBACETE,02006,"PG CAMPOLLANO-P. 2-CT, S.N.",D,-1.874972,39.012583,1.269,1.249,,,1.329000,,,,1.369000,,,,REPSOL,P,OM,"L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00","L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00",,2019-11-19T00:00:00.000Z
-1.871722,38.994667,7810929,ALBACETE,ALBACETE,ALBACETE,02006,CARRETERA JAEN KM. 2,D,-1.871722,38.994667,1.309,1.239,,,1.299000,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.847083,38.984139,7810930,ALBACETE,ALBACETE,ALBACETE,02006,"CALLE ALMANSA, 2",I,-1.847083,38.984139,1.299,1.249,,,1.309000,,,,1.414000,,,,CEPSA,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-11-19T00:00:00.000Z
-1.845083,39.033139,7810931,ALBACETE,ALBACETE,ALBACETE,02006,CARRETERA N-322 KM. 359,D,-1.845083,39.033139,1.285,1.239,,,1.319000,,,,1.385000,,,,REPSOL,P,dm,"L-S: 07:00-21:30; D: 09:00-15:00","L-S: 07:00-21:30; D: 09:00-15:00",,2019-11-19T00:00:00.000Z
-1.847361,38.988972,7810932,ALBACETE,ALBACETE,ALBACETE,02006,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",N,-1.847361,38.988972,1.179,1.119,,,1.149000,,,,1.289000,,,,FAMILY ENERGY,P,dm,"L-S: 07:00-23:00; D: 08:00-23:00","L-S: 07:00-23:00; D: 08:00-23:00",,2019-11-19T00:00:00.000Z
-1.869889,38.998222,7810933,ALBACETE,ALBACETE,ALBACETE,02006,"AVDA. DE LOS TOREROS, S/N",N,-1.869889,38.998222,1.259,1.179,,,1.229000,,,,,,,,INPEALSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
