X,Y,objectid,provincia,municipio,localidad,código_postal,dirección,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha
0.063417,38.789861,7811380,ALICANTE,PEDREGUER,PEDREGUER,03750,"AUTOPISTA AP-7 (MRG.DCHO.) KM. 613,2",D,0.063417,38.789861,1.349,1.279,,,1.349000,,,,1.464000,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.106778,38.843694,7811381,ALICANTE,PEGO,PEGO,03780,CARRETERA DENIA KM. 1,D,-0.106778,38.843694,1.309,1.209,0.919000,,,,,,1.409000,,,,COOPEGO,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.041861,38.851917,7811382,ALICANTE,PEGO,PEGO,03780,"CARRETERA COMARCAL 3311 KM. 52,300",D,-0.041861,38.851917,1.299,1.209,,,,,,,,,,,RACONS,P,dm,L-S: 06:30-21:00,L-S: 06:30-21:00,,2019-11-19T00:00:00.000Z
-0.115528,38.845278,7811383,ALICANTE,PEGO,PEGO,03789,"AVENIDA DE VALENCIA, 21",D,-0.115528,38.845278,1.319,1.209,0.933000,,1.259000,,,,1.419000,,,,PETRONOR,P,OM,"L-V: 06:00-21:00; S: 07:00-21:00; D: 08:00-20:00","L-V: 06:00-21:00; S: 07:00-21:00; D: 08:00-20:00",,2019-11-19T00:00:00.000Z
-0.782111,38.460861,7811384,ALICANTE,PETRER,PETRER,03610,"AVENIDA MEDITERRANEO, 143",D,-0.782111,38.460861,1.269,1.149,,,,,,,,,,,CAMPSA EXPRESS,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.776944,38.488889,7811385,ALICANTE,PETRER,PETRER,03610,"AVDA. DEL GUIRNEY, Nº 4",N,-0.776944,38.488889,1.309,1.21,,,1.290000,,,,1.449000,,,,SHELL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.771,38.474472,7811386,ALICANTE,PETRER,PETRER,03610,"AUTOVIA A-31 KM. 204,600",D,-0.771,38.474472,1.324,1.229,,,1.289000,,,,1.444000,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.782611,38.462861,7811387,ALICANTE,PETRER,PETRER,03610,"AVENIDA DEL MEDITERRANEO, 129",D,-0.782611,38.462861,1.239,1.139,,,1.199000,,,,1.369000,,,,E.S. PETRER-ELDA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.773306,38.48825,7811388,ALICANTE,PETRER,PETRER,03610,"AVENIDA DEL GUIRNEY, 2 BIS",N,-0.773306,38.48825,1.309,1.219,,,1.249000,,,,,,,,CARREFOUR,P,dm,L-S: 09:30-22:30,L-S: 09:30-22:30,,2019-11-19T00:00:00.000Z
-0.780417,38.493361,7811389,ALICANTE,PETRER,PETRER,03610,"AUTOVIA A-31 KM. 201,700",I,-0.780417,38.493361,1.324,1.229,,,1.289000,,,,,,,,CEPSA,P,OM,L-V: 06:00-22:00,L-V: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.800639,37.871167,7811390,ALICANTE,PILAR DE LA HORADADA,PILAR DE LA HORADADA,03190,"CARRETERA A-353 KM. 33,5",D,-0.800639,37.871167,1.324,1.229,0.977000,,1.289000,,,,,,,,CEPSA,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.786389,37.862111,7811391,ALICANTE,PILAR DE LA HORADADA,PILAR DE LA HORADADA,03190,"CALLE MAYOR, 113",D,-0.786389,37.862111,1.299,1.189,,,,,,,,,,,E.S.HORADADA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.821694,37.868639,7811392,ALICANTE,PILAR DE LA HORADADA,PILAR DE LA HORADADA,03190,"AVENIDA DE LA COOPERATIVA, S/N",N,-0.821694,37.868639,1.209,1.159,0.759000,,,,,,,,,,SURINVER,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.782472,37.859833,7811393,ALICANTE,PILAR DE LA HORADADA,PILAR DE LA HORADADA,03190,"CARRETERA A-353 KM. 35,5",D,-0.782472,37.859833,1.324,1.229,,,1.289000,,,,1.439000,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.037056,38.404389,7811394,ALICANTE,PINOSO,PINOSO,03650,CARRETERA DE YECLA KM. 2,N,-1.037056,38.404389,1.289,1.159,,,1.219000,,,,,,,,GLOBALTANK PINOSO,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-1.046806,38.402472,7811395,ALICANTE,PINOSO,PINOSO,03650,"CARRETERA DE JUMILLA KM. 53,8",D,-1.046806,38.402472,1.309,1.209,0.920000,,1.279000,,,,1.439000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.903333,38.111306,7811396,ALICANTE,REDOVÁN,REDOVAN,03370,"TRAVESÍA 1 ORIHUELA, 1",N,-0.903333,38.111306,1.349,1.239,,,1.307000,,,,1.474000,,,,SHELL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.712361,38.088722,7811397,ALICANTE,ROJALES,ROJALES,03170,"CALLE JOSEFA ANIORTE, 3",D,-0.712361,38.088722,1.199,1.119,,,,,,,,,,,GASEXPRESS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.730167,38.084861,7811398,ALICANTE,ROJALES,ROJALES,03170,"CALLE CIUDAD DE LA LUZ, 1",N,-0.730167,38.084861,1.209,1.109,,,,,,,,,,,MKT OIL SL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.722583,38.050444,7811399,ALICANTE,ROJALES,ROJALES,03170,"CALLE GUADALAJARA, S/N",N,-0.722583,38.050444,1.239,1.159,,,,,,,1.329000,,,,QUESADAGAS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.732722,38.083972,7811400,ALICANTE,ROJALES,ROJALES,03170,"CARRETERA CREVILLENTE-TORREVIEJA KM. 22,8",N,-0.732722,38.083972,1.355,1.245,,,1.335000,,,,1.497000,,,,BP ROJALES,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.728778,38.063056,7811401,ALICANTE,ROJALES,ROJALES,03170,"Avda. de las Naciones, S/N",N,-0.728778,38.063056,1.279,1.199,,,1.269000,,,,1.494000,,,,GALP,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-0.895056,38.363361,7811402,ALICANTE,ROMANA (LA),ROMANA (LA),03669,CARRETERA ALGUEÑA KM. 3,I,-0.895056,38.363361,1.289,1.199,0.905000,,1.219000,,,,1.409000,,,,SIN ROTULO,P,dm,L-S: 06:30-22:00,L-S: 06:30-22:00,,2019-11-19T00:00:00.000Z
-0.909722,38.518611,7811403,ALICANTE,SALINAS,SALINAS,03638,"CALLE LA MOLINETA, S/N",N,-0.909722,38.518611,1.319,1.219,0.889000,,,,,,,,,,MEROIL,P,dm,L: 06:30-22:00,L: 06:30-22:00,,2019-11-19T00:00:00.000Z
-0.656111,38.118917,7811404,ALICANTE,SAN FULGENCIO,SAN FULGENCIO,03177,"CARRETERA NACIONAL 332 KM. 74,6",I,-0.656111,38.118917,1.239,1.159,,,,,,,,,,,GHOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.726389,38.113333,7811405,ALICANTE,SAN FULGENCIO,SAN FULGENCIO,03177,"CARRETERA CV-859, DOLORES-SAN FULGENCIO KM. 4,5",I,-0.726389,38.113333,1.329,1.229,0.939000,,1.299000,,,,1.459000,,,,GALP,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-0.834417,38.175917,7811406,ALICANTE,SAN ISIDRO,SAN ISIDRO,03349,"POLIGONO INDUSTRIAL ""LA GRANADINA"", N",D,-0.834417,38.175917,,1.264,1.004000,,,,,,,,,,IDS,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.852389,38.169806,7811407,ALICANTE,SAN ISIDRO,SAN ISIDRO,03349,"CALLE ANTONIO MACHADO / FIDEL, POL. IND. LA GRANADINA, S/N",D,-0.852389,38.169806,,,,,,,,,,0.939000,0.868000,,NATURGY,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.793111,37.981583,7811408,ALICANTE,SAN MIGUEL DE SALINAS,SAN MIGUEL DE SALINAS,03193,"RONDA OESTE, S/N",D,-0.793111,37.981583,1.319,1.209,,,1.289000,,,,1.459000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.799444,37.990083,7811409,ALICANTE,SAN MIGUEL DE SALINAS,SAN MIGUEL DE SALINAS,03193,"CALLE CV-95, 17,4",D,-0.799444,37.990083,1.298,1.119,,,1.169000,,,,,,,,GLOBALOIL,P,dm,L-D: 06:15-22:15,L-D: 06:15-22:15,,2019-11-19T00:00:00.000Z
-0.780167,37.991056,7811410,ALICANTE,SAN MIGUEL DE SALINAS,SAN MIGUEL DE SALINAS,03193,"POLIGONO LO QUILEZ, S/N",N,-0.780167,37.991056,1.319,1.159,,,1.229000,,,,,,,,ESTACION DE SERVICIO PETROBLUE ,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.505611,38.390528,7811411,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CARRETERA VILLAFRANQUEZA-SAN VICENTE KM. 1,5",D,-0.505611,38.390528,1.319,1.215,,,1.295000,,,,1.459000,,,,REPSOL,P,OM,L-S: 07:00-22:00,L-S: 07:00-22:00,,2019-11-19T00:00:00.000Z
-0.536417,38.416833,7811412,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,CARRETERA DE CASTALLA km 13,D,-0.536417,38.416833,1.319,1.215,,,1.285000,,,,1.459000,,,,REPSOL,P,OM,"L-S: 07:00-22:00; D: 08:00-14:00","L-S: 07:00-22:00; D: 08:00-14:00",,2019-11-19T00:00:00.000Z
-0.534111,38.401417,7811413,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,CARRETERA AGOST KM. 68,D,-0.534111,38.401417,1.319,1.215,,,1.285000,,,,1.459000,,,,REPSOL,P,OM,L-D: 06:00-22:30,L-D: 06:00-22:30,,2019-11-19T00:00:00.000Z
-0.540389,38.406778,7811414,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"POLIGONO CANASTELL-CALLE TORNO, 11",N,-0.540389,38.406778,1.269,1.149,,,1.210000,,,,,,,,GASOLEO EXPRES,P,dm,"L-V: 06:30-22:00; S: 08:00-15:00","L-V: 06:30-22:00; S: 08:00-15:00",,2019-11-19T00:00:00.000Z
-0.512806,38.391917,7811415,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CARRER PERU, 12",D,-0.512806,38.391917,1.217,1.117,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.526694,38.390833,7811416,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"PARTIDA INMEDIACIONES, 28",D,-0.526694,38.390833,1.237,1.137,,,,,,,,,,,QUALITY SAN VICENTE,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.51825,38.398833,7811417,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CALLE LA HUERTA, 11",D,-0.51825,38.398833,1.329,1.219,,,1.299000,,,,1.469000,,,,SHELL,P,OM,L-D: 06:00-23:59,L-D: 06:00-23:59,,2019-11-19T00:00:00.000Z
-0.514972,38.390139,7811418,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CARRETERA AC-2203 KM. 5,1",I,-0.514972,38.390139,1.319,1.215,,,1.295000,,,,1.459000,,,,REPSOL,P,OM,L-D: 06:00-00:00,L-D: 06:00-00:00,,2019-11-19T00:00:00.000Z
-0.535333,38.40125,7811419,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CARRETERA CARRETERA DE AGOST KM. 1,000",N,-0.535333,38.40125,1.315,1.201,,,1.261000,,,,1.449000,,,,GALP,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.503,38.380444,7811420,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CARRETERA SAN VICENTE -ALICANTE KM 3,7 KM. 3,7",D,-0.503,38.380444,1.269,1.189,,,1.219000,,,,1.419000,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.544472,38.404139,7811421,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,03690,"CALLE ARTES GRAFICAS, 1",D,-0.544472,38.404139,1.315,1.202,,,1.262000,,,,1.447000,,,,CONFORT AUTO,P,dm,"L-V: 06:00-22:00; S: 07:00-14:00","L-V: 06:00-22:00; S: 07:00-14:00",,2019-11-19T00:00:00.000Z
-0.511833,38.388472,7811422,ALICANTE,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,BOQUERES,03690,"AVENIDA ALICANTE, 79",N,-0.511833,38.388472,1.319,1.209,,,1.299000,,,,1.471000,,,,BP,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.424306,38.408139,7811423,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,CARRETERA DE VALENCIA KM. 89,N,-0.424306,38.408139,1.289,1.199,,,1.229000,,,,1.419000,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.420528,38.413139,7811424,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"CARRETERA N-332 KM. 116,7",N,-0.420528,38.413139,1.239,1.139,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.430528,38.39725,7811425,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"CALLE DIAGONAL, 15",N,-0.430528,38.39725,1.239,1.139,,,,,,,,,,,PETROPRIX,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.421472,38.411889,7811426,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"AVENIDA MIGUEL HERNANDEZ, S/N",D,-0.421472,38.411889,1.339,1.239,,,1.309000,,,,1.459000,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.421306,38.412972,7811427,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"AVENIDA MIGUEL HERNANDEZ, S/N",I,-0.421306,38.412972,1.339,1.239,,,1.309000,,,,,,,,REPSOL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.430028,38.397833,7811428,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"AVENIDA BENIDORM, 23",D,-0.430028,38.397833,1.239,1.139,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.439333,38.406944,7811429,ALICANTE,SANT JOAN D'ALACANT,SANT JOAN D'ALACANT,03550,"AVENIDA MUCHAMIEL, 8",N,-0.439333,38.406944,1.339,1.249,,,1.299000,,,,1.449000,,,,EL SALT,P,dm,"L-J: 06:00-23:00; V: 06:00-00:00; S: 07:00-00:00; D: 07:00-23:00","L-J: 06:00-23:00; V: 06:00-00:00; S: 07:00-00:00; D: 07:00-23:00",,2019-11-19T00:00:00.000Z
-0.56225,38.19725,7811430,ALICANTE,SANTA POLA,SANTA POLA,03130,CARRETERA ELCHE SANTA POLA CRUCE C/LEVANTE 2 KM. S/N,N,-0.56225,38.19725,1.324,1.229,,,1.289000,,,,1.434000,,,, EA SANTA POLA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.57875,38.208806,7811431,ALICANTE,SANTA POLA,SANTA POLA,03130,"CALLE LOS MARINEROS, 1",D,-0.57875,38.208806,1.219,1.125,,,,,,,,,,,POLAGAS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.567583,38.199139,7811432,ALICANTE,SANTA POLA,SANTA POLA,03130,CARRETERA SANTA POLA KM. 21,D,-0.567583,38.199139,1.219,1.125,,,,,,,,,,,GASEXPRESS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.567139,38.199222,7811433,ALICANTE,SANTA POLA,SANTA POLA,03130,CARRETERA ELCHE SANTA POLA KM. 34,D,-0.567139,38.199222,1.219,1.125,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.558611,38.187611,7811434,ALICANTE,SANTA POLA,SANTA POLA,03130,"ZONA PORTUARIA, 35",D,-0.558611,38.187611,1.225,1.135,,,1.165000,,,,,,,,COFRADÍA DE PESCADORES,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.549972,38.235389,7811435,ALICANTE,SANTA POLA,SANTA POLA,03130,"CR N-332, 93,5",D,-0.549972,38.235389,1.329,1.219,,,1.299000,,,,1.469000,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.568667,38.199444,7811436,ALICANTE,SANTA POLA,SANTA POLA,03130,"CARRETERA N-332 KM. 87,8",D,-0.568667,38.199444,1.334,1.239,,,1.299000,,,,,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.550833,38.23325,7811437,ALICANTE,SANTA POLA,SANTA POLA,03130,"AVENIDA FINLANDIA, 17",N,-0.550833,38.23325,1.259,1.169,,,,,,,,,,,LOW COST,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.810722,38.535,7811438,ALICANTE,SAX,SAX,03630,"PASAJE DE LAS SUERTES, S.N.",D,-0.810722,38.535,1.349,1.239,,,1.299000,,,,1.449000,,,,REPSOL,P,OM,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-11-19T00:00:00.000Z
-0.83975,38.572861,7811439,ALICANTE,SAX,SAX,03630,AUTOVIA A-31 KM. 191,D,-0.83975,38.572861,1.324,1.229,,,1.289000,,,,1.439000,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.808167,38.532667,7811440,ALICANTE,SAX,SAX,03630,"AUTOVIA A-31 KM. 196,500",D,-0.808167,38.532667,1.324,1.229,,,1.299000,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.83875,38.573556,7811441,ALICANTE,SAX,SAX,03630,"AUTOVIA A-31 KM. 191,100",I,-0.83875,38.573556,1.324,1.229,,,1.289000,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
0.092111,38.729361,7811442,ALICANTE,TEULADA,TEULADA,03725,"POLIGONO C/ ELS GREMIS, 25",D,0.092111,38.729361,1.319,1.219,0.980000,,1.299000,,,,1.459000,,,,REPSOL,P,OM,"L-S: 06:00-22:00; D: 08:00-22:00","L-S: 06:00-22:00; D: 08:00-22:00",,2019-11-19T00:00:00.000Z
0.134806,38.689806,7811443,ALICANTE,TEULADA,MORAIRA,03724,"CARRETERA TEULADA-CALPE KM. 6,5",I,0.134806,38.689806,1.319,1.209,,,1.279000,,,,1.443000,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
0.130194,38.712056,7811444,ALICANTE,TEULADA,MORAIRA,03724,CARRETERA CV-743 KM. 4,I,0.130194,38.712056,1.324,1.229,,,1.289000,,,,1.439000,,,,CEPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.603167,38.498222,7811445,ALICANTE,TIBI,TIBI,03109,A-7 km 17,D,-0.603167,38.498222,1.349,1.239,,,1.319000,,,,1.489000,,,,BP,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.679611,37.984444,7811446,ALICANTE,TORREVIEJA,TORREVIEJA,03182,"CALLE APOLO, 107",N,-0.679611,37.984444,1.269,1.169,,,,,,,1.329000,,,,THADEROIL,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.685944,37.983333,7811447,ALICANTE,TORREVIEJA,TORREVIEJA,03182,"CALLE ORIHUELA, 90",D,-0.685944,37.983333,1.335,1.225,,,1.275000,,,,1.465000,,,,BP OIL ESPAÑA,P,dm,"L-J: 06:30-22:30; V: 06:30-23:00; S: 07:00-23:00; D: 07:00-22:30","L-J: 06:30-22:30; V: 06:30-23:00; S: 07:00-23:00; D: 07:00-22:30",,2019-11-19T00:00:00.000Z
-0.679278,37.983056,7811448,ALICANTE,TORREVIEJA,TORREVIEJA,03182,CL APOLO 74,N,-0.679278,37.983056,1.335,1.225,,,1.275000,,,,1.465000,,,,BP OIL ESPAÑA,P,dm,L-D: 06:30-23:30,L-D: 06:30-23:30,,2019-11-19T00:00:00.000Z
-0.680222,37.991056,7811449,ALICANTE,TORREVIEJA,TORREVIEJA,03181,"AVENIDA ROSA MAZÓN VALERO, SN",D,-0.680222,37.991056,1.269,1.144,,,1.199000,,,,,,,,E.LECLERC,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.675139,37.98975,7811450,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CALLE TIZIANO, 5",N,-0.675139,37.98975,1.299,1.229,,,,,,,,,,,PARTICULAR,P,dm,L: 24H,L: 24H,,2019-11-19T00:00:00.000Z
-0.688194,37.992194,7811451,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CARRETERA CREVILLENTE KM. 34,400",N,-0.688194,37.992194,1.279,1.189,,,1.219000,,,,1.479000,,,,CARREFOUR,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.680111,37.984694,7811452,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CALLE VIAL DE RONDA, S/N",N,-0.680111,37.984694,1.269,1.169,,,1.229000,,,,1.329000,,,,GRUPO MARMESA,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.690111,37.999,7811453,ALICANTE,TORREVIEJA,TORREVIEJA,03180,CRTA. CREVILLENTE S/N - C.C. CAPRABO,N,-0.690111,37.999,1.289,1.169,,,1.219000,,,,1.429000,,,,SARAS ENERGIA ,P,OM,"L-S: 07:00-22:00; D: 08:00-22:00","L-S: 07:00-22:00; D: 08:00-22:00",,2019-11-19T00:00:00.000Z
-0.669667,38.002056,7811454,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"AVENIDA CORTES VALENCIANAS, SN",I,-0.669667,38.002056,1.319,1.229,,,1.309000,,,,1.459000,,,,REPSOL,P,OM,L-D: 07:30-21:30,L-D: 07:30-21:30,,2019-11-19T00:00:00.000Z
-0.687333,37.988333,7811455,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CR CV-905  P.K. 10,1",D,-0.687333,37.988333,1.319,1.215,,,1.295000,,,,1.459000,,,,REPSOL,P,OM,L-D: 05:00-00:00,L-D: 05:00-00:00,,2019-11-19T00:00:00.000Z
-0.655833,37.996028,7811456,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CL AVDA. ALFREDO NOBEL, 195",I,-0.655833,37.996028,1.319,1.209,,,1.279000,,,,1.459000,,,,REPSOL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.656889,38.023167,7811457,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"CARRETERA N-332 KM. 63,3",D,-0.656889,38.023167,1.324,1.229,,,1.289000,,,,1.439000,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.687444,37.977278,7811458,ALICANTE,TORREVIEJA,TORREVIEJA,03180,"AVENIDA DOCTOR GREGORIO MARAÑÓN, 14",I,-0.687444,37.977278,1.334,1.239,,,1.299000,,,,1.449000,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-11-19T00:00:00.000Z
-0.674417,37.992278,7811459,ALICANTE,TORREVIEJA,TORREVIEJA,03183,"AVENIDA CORTES VALENCIANAS, 74",D,-0.674417,37.992278,1.289,1.149,,,,,,,,,,,V2 GASOLINERAS,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.676583,37.988778,7811460,ALICANTE,TORREVIEJA,TORREVIEJA,03183,"AVENIDA CORTES VALENCIANAS, KM.46,3 P.I.CASA GRANDE, 1",N,-0.676583,37.988778,1.319,1.209,,,1.289000,,,,1.469000,,,,SHELL,P,OM,"L-V: 09:00-14:00 y 17:00-19:00; S: 09:00-14:00","L-V: 09:00-14:00 y 17:00-19:00; S: 09:00-14:00",,2019-11-19T00:00:00.000Z
-0.674944,37.991361,7811461,ALICANTE,TORREVIEJA,TORREVIEJA,03183,"AVENIDA CORTES VALENCIANAS, 60",N,-0.674944,37.991361,1.345,1.235,,,1.303000,,,,1.470000,,,,SHELL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-11-19T00:00:00.000Z
-0.673667,37.993528,7811462,ALICANTE,TORREVIEJA,TORREVIEJA,03183,"AVENIDA DE LAS CORTES VALENCIANAS, SN",D,-0.673667,37.993528,1.239,1.139,,,,,,,,,,,.ES CARBURANTES,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
-0.704556,38.020167,7811463,ALICANTE,TORREVIEJA,TORREVIEJA,03184,"CALLE AVILES, 4",I,-0.704556,38.020167,1.199,1.119,,,,,,,,,,,GASEXPRESS,P,dm,L-D: 24H,L-D: 24H,,2019-11-19T00:00:00.000Z
