X,Y,objectid,provincia,municipio,localidad,código_postal,dirección2,margen,longitud,latitud,precio_gasolina_95,precio_gasóleo_a,precio_gasóleo_b,precio_bioetanol,precio_nuevo_gasóleo_a,precio_biodiesel,f__éster_metílico,f__bioalcohol,precio_gasolina_98,precio_gas_natural_comprimido,precio_gas_natural_licuado,precio_gases_licuados_del_petr,rótulo,tipo_venta,rem_,horario,horario00,z,fecha,dirección
,,8028033,ALBACETE,ALBACETE,SANTA ANA,02328,,D,-1.994028,38.900944,1.289,1.249,0.932,,1.299,,,,1.389,,,,REPSOL,P,OM,L-S: 07:00-22:00; D: 08:00-21:00,L-S: 07:00-22:00; D: 08:00-21:00,,2019-12-10T00:00:00.000Z,"AVENIDA PRINCIPE, 2"
,,8028034,ALBACETE,ALBACETE,SALOBRAL (EL),02140,,D,-1.9205,38.867556,1.275,1.2,0.8,,,,,,1.385,,,,LOZANO,P,dm,L-D: 07:00-22:30,L-D: 07:00-22:30,,2019-12-10T00:00:00.000Z,"CM. 3203 km 14,1"
,,8028035,ALBACETE,ALBACETE,AGUAS NUEVAS,02049,,D,-1.915694,38.923889,1.33,1.27,,,1.37,,,,,,,,CEPSA,P,dm,L-V: 07:00-22:30; S-D: 08:00-22:30,L-V: 07:00-22:30; S-D: 08:00-22:30,,2019-12-10T00:00:00.000Z,"AVDA. ALBACETE, S/N (AB-2 km 5)"
,,8028036,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.886278,39.021778,1.269,1.159,,,,,,,1.409,,,,AB OIL,P,dm,L-V: 07:00-21:00; S-D: 09:00-14:00,L-V: 07:00-21:00; S-D: 09:00-14:00,,2019-12-10T00:00:00.000Z,"AVENIDA 0, 48"
,,8028037,ALBACETE,ALBACETE,ALBACETE,02007,,N,-1.885694,39.009417,1.249,1.169,,,,,,,,,,,FAST & GAS,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA 3ª ESQUINA C/ F Nº3, 3"
,,8028038,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.888083,39.029583,,,,,,,,,,0.939,0.858,,NATURGY ES  GNV ALBACETE,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N"
,,8028039,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.889417,39.012472,,1.109,,,,,,,,,,,E.S.,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO CAMPOLLANO C/.F, 13"
,,8028040,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.845278,38.971722,1.289,1.249,,,1.329,,,,1.399,,,,"LOS ANGELES DE LA MANCHA, S.L.",P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"MADRID-CARTAGENA km 248,5"
,,8028041,ALBACETE,ALBACETE,ALBACETE,02007,,I,-1.845306,38.971778,1.289,1.249,,,1.329,,,,1.399,,,,LOS ANGELES DE LA MANCHA,P,OM,L-S: 06:00-22:00,L-S: 06:00-22:00,,2019-12-10T00:00:00.000Z,"MADRID-CARTAGENA km 248,5"
,,8028042,ALBACETE,ALBACETE,ALBACETE,02007,,I,-1.891361,39.031528,1.319,1.259,,,1.329,,,,1.459,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 69
,,8028043,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.831611,38.998111,1.309,1.249,0.969,,1.339,,,,1.429,,,,"INLOCOR S.L. ""CEPSA""",P,dm,L-D: 06:00-23:30,L-D: 06:00-23:30,,2019-12-10T00:00:00.000Z,"CARRETERA C-M 332 KM. 2,6"
,,8028044,ALBACETE,ALBACETE,ALBACETE,02007,,N,-1.871361,39.015444,1.309,1.249,,,1.339,,,,1.419,,,,CEPSA,P,dm,L-V: 06:00-22:00; S: 07:30-20:00; D: 08:00-15:00,L-V: 06:00-22:00; S: 07:30-20:00; D: 08:00-15:00,,2019-12-10T00:00:00.000Z,"POLIGONO CAMPOLLANO, 55"
,,8028045,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.874333,39.018,1.259,1.209,,,1.289,,,,1.389,,,,ENERCOM CARBURANTES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69"
,,8028046,ALBACETE,ALBACETE,ALBACETE,02007,,N,-1.893944,39.016361,1.249,1.169,,,1.219,,,,,,,,INPEALSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA PRIMERA, 94"
,,8028047,ALBACETE,ALBACETE,ALBACETE,02007,,N,-1.886556,39.021583,1.249,1.169,,,,,,,,,,,VALERO 24H,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67"
,,8028048,ALBACETE,ALBACETE,ALBACETE,02007,,D,-1.882056,39.022139,1.169,1.099,,,,,,,,,,,GMOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA PRIMERA, S/N"
,,8028049,ALBACETE,ALBACETE,ALBACETE,02080,,D,-1.823639,38.969361,1.309,1.249,,,1.329,,,,1.429,,,,CEPSA,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N"
,,8028050,ALBACETE,ALBACETE,ALBACETE,02080,,D,-1.93325,39.059806,1.299,1.255,,,1.315,,,,1.414,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-30 KM. 239,4"
,,8028051,ALBACETE,ALBACETE,ALBACETE,02080,,I,-1.933056,39.060528,1.309,1.259,,,1.319,,,,1.424,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AUTOVIA A-30 KM. 239,4"
,,8028052,ALBACETE,ALBACETE,ALBACETE,02080,,I,-1.873194,38.970778,1.279,1.179,,,,,,,,,,,AREA LOS LLANOS,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238"
,,8028053,ALBACETE,ALCADOZO,ALCADOZO,02124,,I,-1.978917,38.646833,1.339,1.269,0.939,,1.339,,,,,,,,CEPSA,P,dm,L-D: 07:00-21:30,L-D: 07:00-21:30,,2019-12-10T00:00:00.000Z,"CM-3203 km 41,9"
,,8028054,ALBACETE,ALCARAZ,ALCARAZ,02300,,D,-2.492222,38.673111,1.359,1.269,,,1.339,,,,1.439,,,,CAMPSA,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CR N-322 276,5"
,,8028055,ALBACETE,ALCARAZ,JARDIN (EL),02330,,I,-2.327639,38.808528,1.289,1.249,,,1.299,,,,,,,,REPSOL,P,OM,L-D: 07:30-22:00,L-D: 07:30-22:00,,2019-12-10T00:00:00.000Z,"CR N-322, 302,8"
,,8028056,ALBACETE,ALMANSA,ALMANSA,02640,,D,-1.17575,38.875028,1.304,1.249,,,1.329,,,,1.444,,,,SHELL,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 140
,,8028057,ALBACETE,ALMANSA,ALMANSA,02640,,N,-1.089278,38.874083,,1.189,,,,,,,,,,,GASÓLEOS S. ALMANSA,P,dm,L: 05:00-23:00,L: 05:00-23:00,,2019-12-10T00:00:00.000Z,"AVENIDA CIRCUNVALACION, 17"
,,8028058,ALBACETE,ALMANSA,ALMANSA,02640,,D,-1.027694,38.850278,1.249,1.179,0.835,,,,,,,,,,GASOLINERA LOW COST PENADES,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594
,,8028059,ALBACETE,ALMANSA,ALMANSA,02640,,D,-1.100528,38.874583,1.289,1.249,,,1.319,,,,1.429,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CL AVDA. DE AYORA, S.N. A"
,,8028060,ALBACETE,ALMANSA,ALMANSA,02640,,N,-1.08475,38.859944,1.299,1.245,,,1.305,,,,,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AVENIDA CIRCUNVALACION, 26"
,,8028061,ALBACETE,ALMANSA,ALMANSA,02640,,N,-1.108,38.871556,1.299,1.245,,,1.305,,,,,,,,CEPSA,P,OM,L-V: 07:00-21:00,L-V: 07:00-21:00,,2019-12-10T00:00:00.000Z,"AVENIDA MADRID, 11"
,,8028062,ALBACETE,ALMANSA,ALMANSA,02640,,I,-1.143722,38.878278,1.299,1.245,,,1.305,,,,1.414,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AUTOVIA A-31 KM. 143,350"
,,8028063,ALBACETE,ALMANSA,ALMANSA,02640,,N,-1.098889,38.879167,1.299,1.245,,,1.305,,,,1.414,,,,CEPSA,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA CIRCUNVALACION, 9"
,,8028064,ALBACETE,ALMANSA,ALMANSA,02640,,D,-1.10125,38.874583,1.249,1.189,,,,,,,,,,,QUALITY ALMANSA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE INFANTE DON JUAN MANUEL, 4"
,,8028065,ALBACETE,ALPERA,ALPERA,02690,,N,-1.236552,38.958875,1.215,1.147,0.777,,,,,,,,,,COOPERATIVA SANTA CRUZ DE ALPERA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"BONETE, S/Nº"
,,8028066,ALBACETE,BALAZOTE,BALAZOTE,02320,,D,-2.150639,38.878028,1.319,1.239,0.955,,,,,,,,,,E.S. BALAZOTE S.L.,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"N-322 km 326,2"
,,8028067,ALBACETE,BARRAX,BARRAX,02639,,D,-2.192996,39.051236,,1.176,0.763,,,,,,,,,,COABA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CAMINO DE LOS GONZALOS SN
,,8028068,ALBACETE,BARRAX,BARRAX,02639,,I,-2.195139,39.043139,1.319,1.239,0.955,,,,,,,,,,E.S. BARRAX S.L.,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE ALBACETE, 57"
,,8028069,ALBACETE,BIENSERVIDA,BIENSERVIDA,02360,,N,-2.617667,38.516417,1.289,1.239,,,,,,,,,,,MEROIL,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA BIENSERVIDA KM. 10
,,8028070,ALBACETE,BONETE,BONETE,02691,,I,-1.331611,38.876111,1.319,1.259,,,1.309,,,,1.419,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR N-430, 566,3"
,,8028071,ALBACETE,BONETE,BONETE,02691,,D,-1.3315,38.875861,1.319,1.259,,,1.309,,,,1.419,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 126
,,8028072,ALBACETE,BONILLO (EL),BONILLO (EL),02610,,D,-2.535056,38.953361,1.285,1.249,0.937,,1.329,,,,1.385,,,,CAMPSA,P,OM,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"CALLE CARRETERA MUNERA, 2"
,,8028073,ALBACETE,CASAS DE JUAN NÚÑEZ,CASAS DE JUAN NUÑEZ,02151,,D,-1.560857,39.100792,1.309,1.249,0.849,,,,,,,,,,GASOLINERAS DEL REY,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AVDA. ALBACETE, 33"
,,8028074,ALBACETE,CASAS-IBÁÑEZ,CASAS-IBAÑEZ,02200,,I,-1.477806,39.283944,1.349,1.259,0.909,,1.319,,,,1.499,,,,CEPSA,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-12-10T00:00:00.000Z,CARRETERA ALBACETE KM. 94
,,8028075,ALBACETE,CAUDETE,CAUDETE,02660,,N,-0.943,38.727472,1.359,1.26,,,1.349,,,,1.502,,,,BP PARGA I PETROL BAS BEL,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CR N-344 DIRC.VALENCIA, KM.  118.3"
,,8028076,ALBACETE,CAUDETE,CAUDETE,02660,,D,-0.933861,38.721917,1.359,1.259,,,1.349,,,,1.501,,,,BP OIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 172
,,8028077,ALBACETE,CAUDETE,CAUDETE,02660,,I,-0.955833,38.756417,1.319,1.259,0.947,,1.309,,,,1.419,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CR N-330, 71,4"
,,8028078,ALBACETE,CAUDETE,CAUDETE,02660,,N,-0.982111,38.708944,1.349,1.239,,,1.319,,,,1.489,,,,GALP,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AVENIDA VALENCIA DE, 16"
,,8028079,ALBACETE,CAUDETE,CAUDETE,02660,,D,-0.971639,38.711694,1.259,1.179,0.859,,,,,,,,,,VILA Y FAYOS ,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA D-12 ESTACION KM. 32
,,8028080,ALBACETE,CAUDETE,CAUDETE,02660,,I,-0.974778,38.710861,,1.174,0.85,,,,,,,,,,TRANSPORTES CAUDETE,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA N-344 KM. 114,500"
,,8028081,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,,D,-1.758,38.937583,1.309,1.249,,,1.319,,,,1.433,,,,REPSOL,P,OM,L: 06:00-23:00,L: 06:00-23:00,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 86
,,8028082,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,,I,-1.757611,38.938611,1.309,1.249,,,1.319,,,,1.433,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,AUTOVIA A-31 KM. 86
,,8028083,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,CHINCHILLA DE MONTE-ARAGO,02520,,I,-1.726278,38.915972,1.289,1.249,,,1.309,,,,1.389,,,,PETRONOR,P,OM,L: 06:00-22:00,L: 06:00-22:00,,2019-12-10T00:00:00.000Z,"Ctra. AB-430 KM 530,3"
,,8028084,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,POZO BUENO,02510,,I,-1.731861,38.803389,1.289,1.249,,,1.299,,,,1.413,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,CL AVENIDA GENERALISIMO 107 (N-301 km 276)
,,8028085,ALBACETE,CHINCHILLA DE MONTE-ARAGÓN,VILLAR DE CHINCHILLA,02695,,N,-1.502806,38.898306,1.319,1.259,,,1.329,,,,1.469,,,,CEPSA,P,dm,L-V: 06:00-23:00; S-D: 07:00-23:00,L-V: 06:00-23:00; S-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,AUTOVIA A31 KM. 111
,,8028086,ALBACETE,ELCHE DE LA SIERRA,ELCHE DE LA SIERRA,02430,,D,-2.044778,38.451306,1.289,1.249,0.979,,1.329,,,,1.389,,,,CAMPSA,P,OM,L: 06:00-22:00,L: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CL BOLEA, 36 (CM-412 km 235,65)"
,,8028087,ALBACETE,FUENTE-ÁLAMO,FUENTE-ALAMO,02651,,N,-1.433306,38.689833,1.309,,0.799,,1.219,,,,1.429,,,,Nº 7374,P,dm,L-S: 07:00-21:00; D: 08:00-20:00,L-S: 07:00-21:00; D: 08:00-20:00,,2019-12-10T00:00:00.000Z,"AVDA. DOCTOR PEREZ GIL, 25"
,,8028088,ALBACETE,FUENTEALBILLA,FUENTEALBILLA,02260,,I,-1.548639,39.269972,1.289,1.199,0.789,,,,,,,,,,ES SAN ANTONIOABAD. FUENTEALBILLA,P,dm,L-D: 05:30-22:00,L-D: 05:30-22:00,,2019-12-10T00:00:00.000Z,N-322 (CORDOBA-VALENCIA) km 399
,,8028089,ALBACETE,GINETA (LA),GINETA (LA),02110,,I,-1.963944,39.086278,1.319,1.259,,,1.329,,,,1.459,,,,REPSOL,P,OM,L-J: 00:00-00:00; V-S: 06:00-22:00; D: 00:00-00:00,L-J: 00:00-00:00; V-S: 06:00-22:00; D: 00:00-00:00,,2019-12-10T00:00:00.000Z,"CR A-31, 235"
,,8028090,ALBACETE,GINETA (LA),GINETA (LA),02110,,D,-1.990194,39.107667,1.289,1.249,,,1.319,,,,1.389,,,,CAMPSA,P,OM,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CR N-301, 231,8"
,,8028091,ALBACETE,GOLOSALVO,GOLOSALVO,02253,,D,-1.635111,39.238111,1.309,1.239,,,1.299,,,,1.439,,,,CEPSA,P,dm,L: 06:00-22:00,L: 06:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA NACIONAL 322 KM. 390
,,8028092,ALBACETE,HELLÍN,HELLIN,02400,,I,-1.571667,38.417306,1.299,1.245,,,1.305,,,,1.414,,,,CEPSA,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA A-30 KM. 328,2"
,,8028093,ALBACETE,HELLÍN,HELLIN,02400,,I,-1.703056,38.524444,1.289,1.259,,,1.339,,,,1.389,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA N-301 KM. 316
,,8028094,ALBACETE,HELLÍN,HELLIN,02400,,I,-1.687833,38.506806,1.299,1.259,,,1.339,,,,1.399,,,,PETRONOR,P,OM,L: 06:00-23:00,L: 06:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA MURCIA KM. 33
,,8028095,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.694889,38.532389,1.248,1.168,,,,,,,,,,,PETROGAS,P,dm,L-D: 06:30-22:00,L-D: 06:30-22:00,,2019-12-10T00:00:00.000Z,CARRETERA CM 412 KM. 273
,,8028096,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.677694,38.502528,1.249,1.149,,,,,,,,,,,MULTSER-OIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA N 301-A KM. S/N
,,8028097,ALBACETE,HELLÍN,HELLIN,02400,,N,-1.705389,38.545111,,1.304,,,,,,,,,,,IDS,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO SAN RAFAEL 3ª FASE, SN"
,,8028098,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.700417,38.517306,1.207,1.127,,,,,,,,,,,PLENOIL,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA LIBERTAD, 111"
,,8028099,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.714556,38.502889,1.299,1.259,,,1.339,,,,1.399,,,,REPSOL,P,OM,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA JAEN KM. 47
,,8028100,ALBACETE,HELLÍN,HELLIN,02400,,I,-1.844139,38.641722,1.289,1.249,0.929,,1.309,,,,,,,,PETRONOR,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA CM 313 KM. 72,4"
,,8028101,ALBACETE,HELLÍN,HELLIN,02400,,N,-1.696972,38.511222,1.299,1.259,,,1.339,,,,1.399,,,,BP,P,dm,L: 06:00-23:00,L: 06:00-23:00,,2019-12-10T00:00:00.000Z,"MELCHOR  DE MACANAZ, 66"
,,8028102,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.636389,38.495972,1.309,1.249,0.929,,1.349,,,,1.419,,,,HELLIN GAS S.L.,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CARRETERA TORREUCHEA KM. 1
,,8028103,ALBACETE,HELLÍN,HELLIN,02400,,D,-1.596722,38.46425,1.319,1.269,,,1.339,,,,1.449,,,,GALP,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AUTOVIA A-30 KM. 322,5"
,,8028104,ALBACETE,HELLÍN,HELLIN,02400,,I,-1.706972,38.528306,1.279,1.229,,,,,,,,,,,CARBURANTES GARCIA LOZANO,P,dm,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA POZOHONDO KM. 0,900"
,,8028105,ALBACETE,HELLÍN,ISSO,02420,,D,-1.741111,38.491861,1.299,1.259,0.901,,1.339,,,,1.399,,,,REPSOL,P,OM,L: 06:00-14:30 y 14:31-23:00,L: 06:00-14:30 y 14:31-23:00,,2019-12-10T00:00:00.000Z,CARRETERA DE HELLIN KM. 104
,,8028106,ALBACETE,HOYA-GONZALO,HOYA-GONZALO,02696,,D,-1.583389,38.921833,1.309,1.249,,,1.319,,,,1.433,,,,REPSOL,P,dm,L-D: 07:00-23:00,L-D: 07:00-23:00,,2019-12-10T00:00:00.000Z,"AUTOVIA A-31 KM. 103,150"
,,8028107,ALBACETE,LETUR,LETUR,02434,,D,-2.111056,38.356556,1.275,1.237,0.885,,,,,,1.377,,,,E.S. SIERRA DEL SEGURA,P,dm,L-D: 07:30-22:00,L-D: 07:30-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA A 45 KM. 39,8"
,,8028108,ALBACETE,LEZUZA,LEZUZA,02160,,D,-2.354861,38.948472,1.329,1.249,,,,,,,,,,,E.S. VIRGEN DE LA CRUZ,P,dm,L-D: 7:00-20:30,L-D: 7:00-20:30,,2019-12-10T00:00:00.000Z,"PASEO LIBERTAD, 62"
,,8028109,ALBACETE,MADRIGUERAS,MADRIGUERAS,02230,,I,-1.799472,39.233056,1.289,1.249,0.917,,1.299,,,,1.389,,,,REPSOL,P,OM,L-D: 06:00-22:00,L-D: 06:00-22:00,,2019-12-10T00:00:00.000Z,"AVENIDA LEVANTE, 15"
,,8028110,ALBACETE,MADRIGUERAS,MADRIGUERAS,02230,,D,-1.800611,39.226611,1.299,1.209,,,,,,,,,,,E.S. MADRIGUERAS,P,dm,L-V: 07:00-21:00; S-D: 09:00-13:00,L-V: 07:00-21:00; S-D: 09:00-13:00,,2019-12-10T00:00:00.000Z,CARRETERA C-3222 KM. 9
,,8028111,ALBACETE,MINAYA,MINAYA,02620,,D,-2.330333,39.276056,1.309,1.249,0.879,,1.319,,,,1.439,,,,REPSOL,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,"CARRERA N-301, 195,2"
,,8028112,ALBACETE,MONTEALEGRE DEL CASTILLO,MONTEALEGRE DEL CASTILLO,02650,,I,-1.33025,38.785917,1.309,1.249,,,,,,,,,,,LOS CORRALES,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CALLE CAPATAZ SANTIAGO, 23"
,,8028113,ALBACETE,MUNERA,MUNERA,02612,,D,-2.485028,39.043806,1.259,1.179,,,1.229,,,,,,,,INPEALSA,P,dm,L-D: 06:30-22:30,L-D: 06:30-22:30,,2019-12-10T00:00:00.000Z,"CALLE POZO (EL), 106"
,,8028114,ALBACETE,NERPIO,NERPIO,02530,,D,-2.293444,38.151167,1.289,1.249,0.955,,,,,,1.389,,,,CAMPSA,P,OM,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CR AB-702, 45,6"
,,8028115,ALBACETE,ONTUR,ONTUR,02652,,D,-1.508333,38.609556,,1.17,,,,,,,,,,,ONTALBA S. COOP DE C-LM,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,CAMINO DE HELLIN S/N
,,8028116,ALBACETE,ONTUR,ONTUR,02652,,I,-1.497667,38.622944,1.114,1.087,0.824,,1.147,,,,1.227,,,,REPSOL ,P,dm,L-D: 07:00-21:00,L-D: 07:00-21:00,,2019-12-10T00:00:00.000Z,"CRTA.CM km KM297,5"
,,8028117,ALBACETE,PEÑAS DE SAN PEDRO,PEÑAS DE SAN PEDRO,02120,,D,-1.990278,38.724028,1.279,1.199,,,,,,,,,,,VALERO 24H ENERGIA,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"AVENIDA GUARDIA CIVIL, S/N"
,,8028118,ALBACETE,PÉTROLA,PETROLA,02692,,I,-1.553694,38.828806,1.299,1.249,0.892,,,,,,,,,,CEPSA,P,OM,L-S: 08:00-22:00,L-S: 08:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA FUENTEALAMO KM. 36
,,8028119,ALBACETE,POZO CAÑADA,POZO CAÑADA,02099,,D,-1.736389,38.805278,,1.199,,,,,,,,,,,E.S. LEDAÑA ,P,dm,L-V: 07:00-22:00; S: 09:00-14:00,L-V: 07:00-22:00; S: 09:00-14:00,,2019-12-10T00:00:00.000Z,"CALLE ANTONIO MACHADO, 2"
,,8028120,ALBACETE,POZO-LORENTE,POZO-LORENTE,02154,,I,-1.512611,39.081278,,1.175,0.76,,,,,,,,,,SAT SANTA CRUZ DE POZO LORENTE,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"POLIGONO PARAJE RECIAL, 2"
,,8028121,ALBACETE,POZUELO,POZUELO,02327,,I,-2.098778,38.804722,1.299,1.249,0.949,,,,,,1.409,,,,INLOCOR S.L.,P,dm,L-D: 07:00-22:00,L-D: 07:00-22:00,,2019-12-10T00:00:00.000Z,CARRETERA M 313 KM. 50
,,8028122,ALBACETE,RIÓPAR,RIOPAR,02450,,I,-2.411444,38.493528,1.319,1.249,,,1.309,,,,,,,,CEPSA,P,OM,L-D: 08:00-22:00,L-D: 08:00-22:00,,2019-12-10T00:00:00.000Z,"CARRETERA CM-412 KM. 199,5"
,,8028123,ALBACETE,ROBLEDO,ROBLEDO,02340,,D,-2.450028,38.771194,1.299,1.239,,,,,,,,,,,CANOIL,P,dm,L-D: 06:00-23:00,L-D: 06:00-23:00,,2019-12-10T00:00:00.000Z,CARRETERA NACIONAL 320 KM. 289
,,8028124,ALBACETE,RODA (LA),RODA (LA),02630,,N,-2.158028,39.218389,1.229,1.149,,,,,,,,,,,GASPLAY,P,dm,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CARRETERA AB101 KM. 0,2"
,,8028125,ALBACETE,RODA (LA),RODA (LA),02630,,D,-2.149,39.201667,1.299,1.249,,,1.329,,,,1.399,,,,REPSOL,P,OM,L-D: 24H,L-D: 24H,,2019-12-10T00:00:00.000Z,"CALLE ALFREDO ATIENZA, 156"
